instname,state,academicyear,tuitionfee02_tf,minimum_wage
Tennessee State University,TN,2003,3272.0,5.15
Tennessee State University,TN,2004,3788.0,5.15
Tennessee State University,TN,2005,4038.0,5.15
Tennessee State University,TN,2006,4414.0,5.15
Tennessee State University,TN,2007,5144.0,5.85
Tennessee State University,TN,2008,4886.0,6.55
Tennessee State University,TN,2009,5132.0,7.25
Tennessee State University,TN,2010,5414.0,7.25
Tennessee Technological University,TN,1987,1095.0,3.35
Tennessee Technological University,TN,1988,1197.0,3.35
Tennessee Technological University,TN,1989,1269.0,3.35
Tennessee Technological University,TN,1990,1358.0,3.8
Tennessee Technological University,TN,1991,1407.57177734375,4.25
Tennessee Technological University,TN,1992,1485.0,4.25
Tennessee Technological University,TN,1993,1634.0,4.25
Tennessee Technological University,TN,1994,1710.0,4.25
Tennessee Technological University,TN,1995,1772.0,4.25
Tennessee Technological University,TN,1996,1840.0,4.75
Tennessee Technological University,TN,1997,1890.0,5.15
Tennessee Technological University,TN,1998,2116.0,5.15
Tennessee Technological University,TN,1999,2306.0,5.15
Tennessee Technological University,TN,2000,2390.0,5.15
Tennessee Technological University,TN,2001,2667.0,5.15
Tennessee Technological University,TN,2002,3066.0,5.15
Tennessee Technological University,TN,2003,3266.0,5.15
Tennessee Technological University,TN,2004,3750.0,5.15
Tennessee Technological University,TN,2005,3970.0,5.15
Tennessee Technological University,TN,2006,4396.0,5.15
Tennessee Technological University,TN,2007,4562.0,5.85
Tennessee Technological University,TN,2008,4952.0,6.55
Tennessee Technological University,TN,2009,5216.0,7.25
Tennessee Technological University,TN,2010,5498.0,7.25
Texas A & M International University,TX,1987,648.0,3.35
Texas A & M International University,TX,1988,648.0,3.35
Texas A & M International University,TX,1989,384.0,3.35
Texas A & M International University,TX,1990,696.0,3.8
Texas A & M International University,TX,1991,718.0800170898441,4.25
Texas A & M International University,TX,1992,744.0,4.25
Texas A & M International University,TX,1993,744.0,4.25
Texas A & M International University,TX,1994,1030.0,4.25
Texas A & M International University,TX,1995,1078.0,4.25
Texas A & M International University,TX,1996,1282.0,4.75
Texas A & M International University,TX,1997,1913.0,5.15
Texas A & M International University,TX,1998,2045.0,5.15
Texas A & M International University,TX,1999,2216.0,5.15
Texas A & M International University,TX,2000,2378.0,5.15
Texas A & M International University,TX,2001,2475.0,5.15
Texas A & M International University,TX,2002,2551.0,5.15
Texas A & M International University,TX,2003,2889.0,5.15
Texas A & M International University,TX,2004,2758.0,5.15
Texas A & M International University,TX,2005,3206.0,5.15
Texas A & M International University,TX,2006,3516.0,5.15
Texas A & M International University,TX,2007,3892.0,5.85
Texas A & M International University,TX,2008,4180.0,6.55
Texas A & M International University,TX,2009,4497.0,7.25
Texas A & M International University,TX,2010,4739.0,7.25
Texas A & M University,TX,1987,870.0,3.35
Texas A & M University,TX,1988,970.0,3.35
Texas A & M University,TX,1989,1200.0,3.35
Texas A & M University,TX,1990,1200.0,3.8
Texas A & M University,TX,1991,1172.21557617188,4.25
Texas A & M University,TX,1992,1224.0,4.25
Texas A & M University,TX,1993,1488.0,4.25
Texas A & M University,TX,1994,1646.0,4.25
Texas A & M University,TX,1995,1770.0,4.25
Texas A & M University,TX,1996,1988.0,4.75
Texas A & M University,TX,1997,1948.0,5.15
Texas A & M University,TX,1998,2740.0,5.15
Texas A & M University,TX,1999,2897.0,5.15
Texas A & M University,TX,2000,3168.0,5.15
Texas A & M University,TX,2001,3374.0,5.15
Texas A & M University,TX,2002,3722.0,5.15
Texas A & M University,TX,2003,4748.0,5.15
Texas A & M University,TX,2004,5051.0,5.15
Texas A & M University,TX,2005,5955.0,5.15
Texas A & M University,TX,2006,6399.0,5.15
Texas A & M University,TX,2007,6966.0,5.85
Texas A & M University,TX,2008,7335.0,6.55
Texas A & M University,TX,2009,7844.0,7.25
Texas A & M University,TX,2010,8176.0,7.25
Texas A & M University System Health Science Center,TX,1987,1450.0,3.35
Texas A & M University System Health Science Center,TX,1988,1500.0,3.35
Texas A & M University System Health Science Center,TX,1989,1200.0,3.35
Texas A & M University System Health Science Center,TX,1990,1425.0,3.8
Texas A & M University System Health Science Center,TX,1991,1281.87036132813,4.25
Texas A & M University System Health Science Center,TX,1992,1425.0,4.25
Texas A & M University System Health Science Center,TX,1993,1565.0,4.25
Texas A & M University System Health Science Center,TX,1994,1565.0,4.25
Texas A & M University System Health Science Center,TX,1995,1925.0,4.25
Texas A & M University System Health Science Center,TX,1996,1925.0,4.75
Texas A & M University System Health Science Center,TX,1997,3339.0,5.15
Texas A & M University System Health Science Center,TX,1998,4117.0,5.15
Texas A & M University System Health Science Center,TX,1999,4351.0,5.15
Texas A & M University System Health Science Center,TX,2000,3282.0,5.15
Texas A & M University System Health Science Center,TX,2001,3511.0,5.15
Texas A & M University System Health Science Center,TX,2002,3734.0,5.15
Texas A & M University System Health Science Center,TX,2003,4022.0,5.15
Texas A & M University System Health Science Center,TX,2004,4404.0,5.15
Texas A & M University System Health Science Center,TX,2005,4707.0,5.15
Texas A & M University System Health Science Center,TX,2007,5834.0,5.85
Texas A & M University at Galveston,TX,1987,3630.0,3.35
Texas A & M University at Galveston,TX,1988,683.0,3.35
Texas A & M University at Galveston,TX,1989,743.0,3.35
Texas A & M University at Galveston,TX,1990,815.0,3.8
Texas A & M University at Galveston,TX,1991,947.110229492188,4.25
Texas A & M University at Galveston,TX,1992,1110.0,4.25
Texas A & M University at Galveston,TX,1993,1315.0,4.25
Texas A & M University at Galveston,TX,1994,1351.0,4.25
Texas A & M University at Galveston,TX,1995,1541.0,4.25
Texas A & M University at Galveston,TX,1996,1814.0,4.75
Texas A & M University at Galveston,TX,1997,2095.0,5.15
Texas A & M University at Galveston,TX,1998,2500.0,5.15
Texas A & M University at Galveston,TX,1999,2584.0,5.15
Texas A & M University at Galveston,TX,2000,2855.0,5.15
Texas A & M University at Galveston,TX,2001,3076.54296875,5.15
Texas A & M University at Galveston,TX,2002,3291.0,5.15
Texas A & M University at Galveston,TX,2003,3466.0,5.15
Texas A & M University at Galveston,TX,2004,3698.0,5.15
Texas A & M University at Galveston,TX,2005,4682.0,5.15
Texas A & M University at Galveston,TX,2006,5118.0,5.15
Texas A & M University at Galveston,TX,2007,5650.0,5.85
Texas A & M University at Galveston,TX,2008,6055.0,6.55
Texas A & M University at Galveston,TX,2009,6454.0,7.25
Texas A & M University at Galveston,TX,2010,6818.0,7.25
Texas A & M University-Commerce,TX,1987,870.0,3.35
Texas A & M University-Commerce,TX,1988,830.0,3.35
Texas A & M University-Commerce,TX,1989,890.0,3.35
Texas A & M University-Commerce,TX,1990,932.0,3.8
Texas A & M University-Commerce,TX,1991,996.87646484375,4.25
Texas A & M University-Commerce,TX,1992,1102.0,4.25
Texas A & M University-Commerce,TX,1993,1362.0,4.25
Texas A & M University-Commerce,TX,1994,1596.0,4.25
Texas A & M University-Commerce,TX,1995,1736.0,4.25
Texas A & M University-Commerce,TX,1996,2036.0,4.75
Texas A & M University-Commerce,TX,1997,2226.0,5.15
Texas A & M University-Commerce,TX,1998,2286.0,5.15
Texas A & M University-Commerce,TX,1999,2046.0,5.15
Texas A & M University-Commerce,TX,2000,2526.0,5.15
Texas A & M University-Commerce,TX,2001,2716.0,5.15
Texas A & M University-Commerce,TX,2002,2776.0,5.15
Texas A & M University-Commerce,TX,2003,3060.0,5.15
Texas A & M University-Commerce,TX,2004,3624.0,5.15
Texas A & M University-Commerce,TX,2005,3834.0,5.15
Texas A & M University-Commerce,TX,2006,4136.0,5.15
Texas A & M University-Commerce,TX,2007,4616.0,5.85
Texas A & M University-Commerce,TX,2008,5126.0,6.55
Texas A & M University-Commerce,TX,2009,5126.0,7.25
Texas A & M University-Commerce,TX,2010,5500.0,7.25
Texas A & M University-Corpus Christi,TX,1987,840.0,3.35
Texas A & M University-Corpus Christi,TX,1988,672.0,3.35
Texas A & M University-Corpus Christi,TX,1989,1334.0,3.35
Texas A & M University-Corpus Christi,TX,1990,910.0,3.8
Texas A & M University-Corpus Christi,TX,1991,939.635375976563,4.25
Texas A & M University-Corpus Christi,TX,1992,980.0,4.25
Texas A & M University-Corpus Christi,TX,1993,1078.0,4.25
Texas A & M University-Corpus Christi,TX,1994,1186.0,4.25
Texas A & M University-Corpus Christi,TX,1995,1528.0,4.25
Texas A & M University-Corpus Christi,TX,1996,1746.0,4.75
Texas A & M University-Corpus Christi,TX,1997,1858.0,5.15
Texas A & M University-Corpus Christi,TX,1998,1954.0,5.15
Texas A & M University-Corpus Christi,TX,1999,2090.0,5.15
Texas A & M University-Corpus Christi,TX,2000,2138.0,5.15
Texas A & M University-Corpus Christi,TX,2001,2306.0,5.15
Texas A & M University-Corpus Christi,TX,2002,2306.0,5.15
Texas A & M University-Corpus Christi,TX,2003,2854.0,5.15
Texas A & M University-Corpus Christi,TX,2004,3252.0,5.15
Texas A & M University-Corpus Christi,TX,2005,3848.0,5.15
Texas A & M University-Corpus Christi,TX,2006,4073.0,5.15
Texas A & M University-Corpus Christi,TX,2007,4469.0,5.85
Texas A & M University-Corpus Christi,TX,2008,4897.0,6.55
Texas A & M University-Corpus Christi,TX,2009,5238.0,7.25
Texas A & M University-Corpus Christi,TX,2010,5582.0,7.25
Texas A & M University-Kingsville,TX,1987,908.0,3.35
Texas A & M University-Kingsville,TX,1988,708.0,3.35
Texas A & M University-Kingsville,TX,1989,708.0,3.35
Texas A & M University-Kingsville,TX,1990,766.0,3.8
Texas A & M University-Kingsville,TX,1991,806.4921875,4.25
Texas A & M University-Kingsville,TX,1992,882.0,4.25
Texas A & M University-Kingsville,TX,1993,882.0,4.25
Texas A & M University-Kingsville,TX,1994,882.0,4.25
Texas A & M University-Kingsville,TX,1995,1370.0,4.25
Texas A & M University-Kingsville,TX,1996,1418.0,4.75
Texas A & M University-Kingsville,TX,1997,1634.0,5.15
Texas A & M University-Kingsville,TX,1998,1774.0,5.15
Texas A & M University-Kingsville,TX,1999,1822.0,5.15
Texas A & M University-Kingsville,TX,2000,2482.0,5.15
Texas A & M University-Kingsville,TX,2001,2607.0,5.15
Texas A & M University-Kingsville,TX,2002,2862.0,5.15
Texas A & M University-Kingsville,TX,2003,2922.0,5.15
Texas A & M University-Kingsville,TX,2004,3156.0,5.15
Texas A & M University-Kingsville,TX,2005,3906.0,5.15
Texas A & M University-Kingsville,TX,2006,3540.0,5.15
Texas A & M University-Kingsville,TX,2007,3780.0,5.85
Texas A & M University-Kingsville,TX,2008,4000.0,6.55
Texas A & M University-Kingsville,TX,2009,4386.0,7.25
Texas A & M University-Kingsville,TX,2010,4386.0,7.25
Texas A & M University-Texarkana,TX,1987,972.0,3.35
Texas A & M University-Texarkana,TX,1988,810.0,3.35
Texas A & M University-Texarkana,TX,1989,810.0,3.35
Texas A & M University-Texarkana,TX,1990,870.0,3.8
Texas A & M University-Texarkana,TX,1991,929.798217773438,4.25
Texas A & M University-Texarkana,TX,1992,990.0,4.25
Texas A & M University-Texarkana,TX,1993,1290.0,4.25
Texas A & M University-Texarkana,TX,1994,1425.0,4.25
Texas A & M University-Texarkana,TX,1995,1200.0,4.25
Texas A & M University-Texarkana,TX,1996,1392.0,4.75
Texas A & M University-Texarkana,TX,1997,1920.0,5.15
Texas A & M University-Texarkana,TX,1998,1983.0,5.15
Texas A & M University-Texarkana,TX,1999,1644.0,5.15
Texas A & M University-Texarkana,TX,2000,1692.0,5.15
Texas A & M University-Texarkana,TX,2001,1848.0,5.15
Texas A & M University-Texarkana,TX,2002,1896.0,5.15
Texas A & M University-Texarkana,TX,2003,2004.0,5.15
Texas A & M University-Texarkana,TX,2004,2292.0,5.15
Texas A & M University-Texarkana,TX,2005,2340.0,5.15
Texas A & M University-Texarkana,TX,2006,2550.0,5.15
Texas A & M University-Texarkana,TX,2007,2644.0,5.85
Texas A & M University-Texarkana,TX,2008,2980.0,6.55
Texas A & M University-Texarkana,TX,2009,3392.0,7.25
Texas A & M University-Texarkana,TX,2010,3634.0,7.25
Texas A&M Health Science Center,TX,2006,5532.0,5.15
Texas A&M Health Science Center,TX,2008,6362.0,6.55
Texas A&M Health Science Center,TX,2009,7537.0,7.25
Texas A&M Health Science Center,TX,2010,7920.0,7.25
Texas Southern University,TX,1987,870.0,3.35
Texas Southern University,TX,1988,4242.0,3.35
Texas Southern University,TX,1989,800.0,3.35
Texas Southern University,TX,1992,908.0,4.25
Texas Southern University,TX,1993,1004.0,4.25
Texas Southern University,TX,1994,1082.0,4.25
Texas Southern University,TX,1995,1334.0,4.25
Texas Southern University,TX,1996,1476.0,4.75
Texas Southern University,TX,1997,1610.0,5.15
Texas Southern University,TX,1998,2210.0,5.15
Texas Southern University,TX,1999,1948.0,5.15
Texas Southern University,TX,2000,1982.0,5.15
Texas Southern University,TX,2001,2030.0,5.15
Texas Southern University,TX,2002,2078.0,5.15
Texas Southern University,TX,2003,2298.0,5.15
Texas Southern University,TX,2004,3096.0,5.15
Texas Southern University,TX,2005,3732.0,5.15
Texas Southern University,TX,2006,3772.0,5.15
Texas Southern University,TX,2007,4998.0,5.85
Texas Southern University,TX,2008,5437.0,6.55
Texas Southern University,TX,2009,5924.0,7.25
Texas Southern University,TX,2010,6578.0,7.25
Texas State University-San Marcos,TX,1987,770.0,3.35
Texas State University-San Marcos,TX,1988,770.0,3.35
Texas State University-San Marcos,TX,1989,838.0,3.35
Texas State University-San Marcos,TX,1990,886.0,3.8
Texas State University-San Marcos,TX,1991,1015.25341796875,4.25
Texas State University-San Marcos,TX,1992,1130.0,4.25
Texas State University-San Marcos,TX,1993,1406.0,4.25
Texas State University-San Marcos,TX,1994,1578.0,4.25
Texas State University-San Marcos,TX,1995,1466.0,4.25
Texas State University-San Marcos,TX,1996,1588.0,4.75
Texas State University-San Marcos,TX,1997,2022.0,5.15
Texas State University-San Marcos,TX,1998,2214.0,5.15
Texas State University-San Marcos,TX,1999,2388.0,5.15
Texas State University-San Marcos,TX,2000,3056.0,5.15
Texas State University-San Marcos,TX,2001,3316.0,5.15
Texas State University-San Marcos,TX,2002,3578.0,5.15
Texas State University-San Marcos,TX,2003,3750.0,5.15
Texas State University-San Marcos,TX,2004,3362.0,5.15
Texas State University-San Marcos,TX,2005,3906.0,5.15
Texas State University-San Marcos,TX,2006,4370.0,5.15
Texas State University-San Marcos,TX,2007,4698.0,5.85
Texas State University-San Marcos,TX,2008,5360.0,6.55
Texas State University-San Marcos,TX,2009,5776.0,7.25
Texas State University-San Marcos,TX,2010,6168.0,7.25
Texas Tech University,TX,1987,854.0,3.35
Texas Tech University,TX,1988,888.0,3.35
Texas Tech University,TX,1989,1046.0,3.35
Texas Tech University,TX,1990,1106.0,3.8
Texas Tech University,TX,1991,1284.78381347656,4.25
Texas Tech University,TX,1992,1498.0,4.25
Texas Tech University,TX,1993,1489.0,4.25
Texas Tech University,TX,1994,1550.0,4.25
Texas Tech University,TX,1995,1730.0,4.25
Texas Tech University,TX,1996,2200.0,4.75
Texas Tech University,TX,1997,2496.0,5.15
Texas Tech University,TX,1998,2747.0,5.15
Texas Tech University,TX,1999,2971.0,5.15
Texas Tech University,TX,2000,3107.0,5.15
Texas Tech University,TX,2001,3444.0,5.15
Texas Tech University,TX,2002,3489.0,5.15
Texas Tech University,TX,2003,3867.0,5.15
Texas Tech University,TX,2004,3953.0,5.15
Texas Tech University,TX,2005,4840.0,5.15
Texas Tech University,TX,2006,5088.0,5.15
Texas Tech University,TX,2007,5376.0,5.85
Texas Tech University,TX,2008,5642.0,6.55
Texas Tech University,TX,2009,5594.0,7.25
Texas Tech University,TX,2010,6210.0,7.25
Texas Tech University Health Sciences Center,TX,1988,962.0,3.35
Texas Tech University Health Sciences Center,TX,1989,1202.0,3.35
Texas Tech University Health Sciences Center,TX,1990,1546.0,3.8
Texas Tech University Health Sciences Center,TX,1991,1447.5212402343802,4.25
Texas Tech University Health Sciences Center,TX,1992,1630.0,4.25
Texas Tech University Health Sciences Center,TX,1993,1401.0,4.25
Texas Tech University Health Sciences Center,TX,1994,1461.0,4.25
Texas Tech University Health Sciences Center,TX,1995,1645.0,4.25
Texas Tech University Health Sciences Center,TX,1996,1705.0,4.75
Texas Tech University Health Sciences Center,TX,1997,2101.0,5.15
Texas Tech University Health Sciences Center,TX,1998,3648.0,5.15
Texas Tech University Health Sciences Center,TX,1999,2417.0,5.15
Texas Tech University Health Sciences Center,TX,2000,3042.0,5.15
Texas Tech University Health Sciences Center,TX,2001,3368.0,5.15
Texas Tech University Health Sciences Center,TX,2006,5789.0,5.15
Texas Tech University Health Sciences Center,TX,2007,5878.0,5.85
Texas Tech University Health Sciences Center,TX,2008,6497.0,6.55
Texas Tech University Health Sciences Center,TX,2009,6897.0,7.25
Texas Tech University Health Sciences Center,TX,2010,6750.0,7.25
Texas Woman's University,TX,1987,1852.0,3.35
Texas Woman's University,TX,1988,1768.0,3.35
Texas Woman's University,TX,1989,904.0,3.35
Texas Woman's University,TX,1990,964.0,3.8
Texas Woman's University,TX,1991,1055.232421875,4.25
Texas Woman's University,TX,1992,1184.0,4.25
Texas Woman's University,TX,1993,1178.0,4.25
Texas Woman's University,TX,1994,1294.0,4.25
Texas Woman's University,TX,1995,1341.0,4.25
Texas Woman's University,TX,1996,1396.0,4.75
Texas Woman's University,TX,1997,1623.0,5.15
Texas Woman's University,TX,1998,1686.0,5.15
Texas Woman's University,TX,1999,1901.3142089843798,5.15
Texas Woman's University,TX,2000,2072.0,5.15
Texas Woman's University,TX,2001,2120.0,5.15
Texas Woman's University,TX,2002,2504.0,5.15
Texas Woman's University,TX,2003,2720.0,5.15
Texas Woman's University,TX,2004,3024.0,5.15
Texas Woman's University,TX,2005,3515.0,5.15
Texas Woman's University,TX,2006,3949.0,5.15
Texas Woman's University,TX,2007,4092.0,5.85
Texas Woman's University,TX,2008,4866.0,6.55
Texas Woman's University,TX,2009,5046.0,7.25
Texas Woman's University,TX,2010,5046.0,7.25
The College of New Jersey,NJ,1987,1750.0,3.35
The College of New Jersey,NJ,1988,1765.0,3.35
The College of New Jersey,NJ,1989,2080.0,3.35
The College of New Jersey,NJ,1990,2402.0,3.8
The College of New Jersey,NJ,1991,2790.0,4.25
The College of New Jersey,NJ,1992,3079.0,4.25
The College of New Jersey,NJ,1993,3761.0,4.25
The College of New Jersey,NJ,1994,3857.0,4.25
The College of New Jersey,NJ,1995,4078.0,4.25
The College of New Jersey,NJ,1996,4241.0,4.75
The College of New Jersey,NJ,1997,4522.0,5.15
The College of New Jersey,NJ,1998,4843.0,5.15
The College of New Jersey,NJ,1999,5318.0,5.15
The College of New Jersey,NJ,2000,5685.0,5.15
The College of New Jersey,NJ,2001,5991.0,5.15
The College of New Jersey,NJ,2002,6841.0,5.15
The College of New Jersey,NJ,2003,7443.0,5.15
The College of New Jersey,NJ,2004,8206.0,5.15
The College of New Jersey,NJ,2005,8988.0,5.15
The College of New Jersey,NJ,2006,9857.0,5.15
The College of New Jersey,NJ,2007,10553.0,5.85
The College of New Jersey,NJ,2008,11307.0,6.55
The College of New Jersey,NJ,2009,12308.0,7.25
The College of New Jersey,NJ,2010,12722.0,7.25
The Evergreen State College,WA,1987,1212.0,3.35
The Evergreen State College,WA,1988,1332.0,3.35
The Evergreen State College,WA,1989,1377.0,3.35
The Evergreen State College,WA,1990,1578.0,3.8
The Evergreen State College,WA,1991,1671.0,4.25
The Evergreen State College,WA,1992,1758.0,4.25
The Evergreen State College,WA,1993,1785.0,4.25
The Evergreen State College,WA,1994,1971.0,4.25
The Evergreen State College,WA,1995,2352.0,4.25
The Evergreen State College,WA,1996,2442.0,4.75
The Evergreen State College,WA,1997,2544.0,5.15
The Evergreen State College,WA,1998,2573.0,5.15
The Evergreen State College,WA,1999,2637.0,5.15
The Evergreen State College,WA,2000,2823.90673828125,5.15
The Evergreen State College,WA,2001,3001.0,5.15
The Evergreen State College,WA,2002,3172.0,5.15
The Evergreen State College,WA,2003,3591.0,5.15
The Evergreen State College,WA,2004,3804.0,5.15
The Evergreen State College,WA,2005,4056.0,5.15
The Evergreen State College,WA,2006,4337.0,5.15
The Evergreen State College,WA,2007,4861.0,5.85
The Evergreen State College,WA,2008,5127.0,6.55
The Evergreen State College,WA,2009,5343.0,7.25
The Evergreen State College,WA,2010,5959.0,7.25
The Richard Stockton College of New Jersey,NJ,1987,1616.0,3.35
The Richard Stockton College of New Jersey,NJ,1988,1712.0,3.35
The Richard Stockton College of New Jersey,NJ,1989,1808.0,3.35
The Richard Stockton College of New Jersey,NJ,1990,1952.0,3.8
The Richard Stockton College of New Jersey,NJ,1991,2240.0,4.25
The Richard Stockton College of New Jersey,NJ,1992,2456.0,4.25
The Richard Stockton College of New Jersey,NJ,1993,2657.0,4.25
The Richard Stockton College of New Jersey,NJ,1994,2880.0,4.25
The Richard Stockton College of New Jersey,NJ,1995,2948.0,4.25
The Richard Stockton College of New Jersey,NJ,1996,3152.0,4.75
The Richard Stockton College of New Jersey,NJ,1997,3472.0,5.15
The Richard Stockton College of New Jersey,NJ,1998,3776.0,5.15
The Richard Stockton College of New Jersey,NJ,1999,4144.0,5.15
The Richard Stockton College of New Jersey,NJ,2000,4400.0,5.15
The Richard Stockton College of New Jersey,NJ,2001,4784.0,5.15
The Richard Stockton College of New Jersey,NJ,2002,5136.0,5.15
The Richard Stockton College of New Jersey,NJ,2003,5600.0,5.15
The Richard Stockton College of New Jersey,NJ,2004,6224.0,5.15
The Richard Stockton College of New Jersey,NJ,2005,7203.0,5.15
The Richard Stockton College of New Jersey,NJ,2006,8394.0,5.15
The Richard Stockton College of New Jersey,NJ,2007,9058.0,5.85
The Richard Stockton College of New Jersey,NJ,2008,9697.0,6.55
The Richard Stockton College of New Jersey,NJ,2009,10569.0,7.25
The Richard Stockton College of New Jersey,NJ,2010,10940.0,7.25
The University of Alabama,AL,1987,1379.0,3.35
The University of Alabama,AL,1988,1572.0,3.35
The University of Alabama,AL,1989,1642.0,3.35
The University of Alabama,AL,1990,1724.0,3.8
The University of Alabama,AL,1991,1810.0,4.25
The University of Alabama,AL,1992,1936.0,4.25
The University of Alabama,AL,1993,2068.0,4.25
The University of Alabama,AL,1994,2172.0,4.25
The University of Alabama,AL,1995,2260.0,4.25
The University of Alabama,AL,1996,2374.0,4.75
The University of Alabama,AL,1997,2470.0,5.15
The University of Alabama,AL,1998,2594.0,5.15
The University of Alabama,AL,1999,2684.0,5.15
The University of Alabama,AL,2000,2872.0,5.15
The University of Alabama,AL,2001,3014.0,5.15
The University of Alabama,AL,2002,3292.0,5.15
The University of Alabama,AL,2003,3556.0,5.15
The University of Alabama,AL,2004,4134.0,5.15
The University of Alabama,AL,2005,4630.0,5.15
The University of Alabama,AL,2006,4864.0,5.15
The University of Alabama,AL,2007,5278.0,5.85
The University of Alabama,AL,2008,5700.0,6.55
The University of Alabama,AL,2009,6400.0,7.25
The University of Alabama,AL,2010,7000.0,7.25
The University of Montana,MT,1987,1232.0,3.35
The University of Montana,MT,1988,1351.0,3.35
The University of Montana,MT,1989,1396.0,3.35
The University of Montana,MT,1990,1447.0,3.8
The University of Montana,MT,1991,1474.0,4.25
The University of Montana,MT,1992,1587.0,4.25
The University of Montana,MT,1993,1892.0,4.25
The University of Montana,MT,1994,1817.0,4.25
The University of Montana,MT,1995,2008.0,4.25
The University of Montana,MT,1996,2437.0,4.75
The University of Montana,MT,1997,2579.0,5.15
The University of Montana,MT,1998,2630.0,5.15
The University of Montana,MT,1999,2777.0,5.15
The University of Montana,MT,2000,3183.0,5.15
The University of Montana,MT,2001,3178.0,5.15
The University of Montana,MT,2002,3648.0,5.15
The University of Montana,MT,2003,4102.0,5.15
The University of Montana,MT,2004,4260.0,5.15
The University of Montana,MT,2005,4546.0,5.15
The University of Montana,MT,2006,4894.0,5.15
The University of Montana,MT,2007,5174.0,5.85
The University of Montana,MT,2008,5338.0,6.55
The University of Montana,MT,2009,5377.0,7.25
The University of Montana,MT,2010,5533.0,7.25
The University of Montana-Western,MT,1988,1193.0,3.35
The University of Montana-Western,MT,1989,1100.0,3.35
The University of Montana-Western,MT,1990,1450.0,3.8
The University of Montana-Western,MT,1991,1500.0,4.25
The University of Montana-Western,MT,1992,1600.0,4.25
The University of Montana-Western,MT,1993,1650.0,4.25
The University of Montana-Western,MT,1994,1738.0,4.25
The University of Montana-Western,MT,1995,1938.0,4.25
The University of Montana-Western,MT,1996,2131.0,4.75
The University of Montana-Western,MT,1997,2164.0,5.15
The University of Montana-Western,MT,1998,2326.0,5.15
The University of Montana-Western,MT,1999,2456.0,5.15
The University of Montana-Western,MT,2000,2546.0,5.15
The University of Montana-Western,MT,2001,2795.0,5.15
The University of Montana-Western,MT,2002,3015.0,5.15
The University of Montana-Western,MT,2003,3240.0,5.15
The University of Montana-Western,MT,2004,3473.0,5.15
The University of Montana-Western,MT,2005,3740.0,5.15
The University of Montana-Western,MT,2006,3949.0,5.15
The University of Montana-Western,MT,2007,4175.0,5.85
The University of Montana-Western,MT,2008,4213.0,6.55
The University of Montana-Western,MT,2009,4228.0,7.25
The University of Montana-Western,MT,2010,4244.0,7.25
The University of Tennessee,TN,1987,1323.0,3.35
The University of Tennessee,TN,1988,1404.0,3.35
The University of Tennessee,TN,1989,1466.0,3.35
The University of Tennessee,TN,1990,1588.0,3.8
The University of Tennessee,TN,1991,1646.6982421875,4.25
The University of Tennessee,TN,1992,1788.0,4.25
The University of Tennessee,TN,1993,1898.0,4.25
The University of Tennessee,TN,1994,1982.0,4.25
The University of Tennessee,TN,1995,2052.0,4.25
The University of Tennessee,TN,1996,2164.0,4.75
The University of Tennessee,TN,1997,2220.0,5.15
The University of Tennessee,TN,1998,2576.0,5.15
The University of Tennessee,TN,1999,2744.0,5.15
The University of Tennessee,TN,2000,3104.0,5.15
The University of Tennessee,TN,2001,3362.0,5.15
The University of Tennessee,TN,2002,3784.0,5.15
The University of Tennessee,TN,2003,4056.0,5.15
The University of Tennessee,TN,2004,4450.0,5.15
The University of Tennessee,TN,2005,4748.0,5.15
The University of Tennessee,TN,2006,5290.0,5.15
The University of Tennessee,TN,2007,5622.0,5.85
The University of Tennessee,TN,2008,5932.0,6.55
The University of Tennessee,TN,2009,6250.0,7.25
The University of Tennessee,TN,2010,6850.0,7.25
The University of Texas M.D.  Anderson Cancer Center,TX,1997,1500.0,5.15
The University of Texas M.D.  Anderson Cancer Center,TX,1998,1948.10266113281,5.15
The University of Texas M.D.  Anderson Cancer Center,TX,1999,2000.0,5.15
The University of Texas M.D.  Anderson Cancer Center,TX,2002,1972.0,5.15
The University of Texas M.D.  Anderson Cancer Center,TX,2003,2442.0,5.15
The University of Texas M.D.  Anderson Cancer Center,TX,2004,2666.0,5.15
The University of Texas M.D.  Anderson Cancer Center,TX,2005,3236.0,5.15
The University of Texas M.D.  Anderson Cancer Center,TX,2006,3280.0,5.15
The University of Texas M.D.  Anderson Cancer Center,TX,2007,3373.0,5.85
The University of Texas M.D.  Anderson Cancer Center,TX,2008,3748.0,6.55
The University of Texas M.D.  Anderson Cancer Center,TX,2009,4804.0,7.25
The University of Texas M.D.  Anderson Cancer Center,TX,2010,4738.0,7.25
The University of Texas at Austin,TX,1987,863.0,3.35
The University of Texas at Austin,TX,1988,871.0,3.35
The University of Texas at Austin,TX,1989,874.0,3.35
The University of Texas at Austin,TX,1990,955.0,3.8
The University of Texas at Austin,TX,1991,1054.11206054688,4.25
The University of Texas at Austin,TX,1992,1189.0,4.25
The University of Texas at Austin,TX,1993,1372.0,4.25
The University of Texas at Austin,TX,1994,1691.0,4.25
The University of Texas at Austin,TX,1995,1815.0,4.25
The University of Texas at Austin,TX,1996,2208.0,4.75
The University of Texas at Austin,TX,1997,2612.0,5.15
The University of Texas at Austin,TX,1998,2866.0,5.15
The University of Texas at Austin,TX,1999,3004.0,5.15
The University of Texas at Austin,TX,2000,3128.0,5.15
